SITE,DATE,TIME,AMPM,SPECIES,COUNT,ANTLERED,YOUNG,
PM1,,4:52,PM,deer,2,0,1,
PM1,,4:53,PM,deer,2,0,1,
PM1,,4:54,PM,deer,2,0,1,
PM1,,4:55,PM,deer,2,0,1,
PM1,,4:56,PM,deer,2,0,1,
PM1,,4:57,PM,deer,1,0,0,
PM1,,4:58,PM,deer,1,0,0,
PM1,,4:59,PM,deer,1,0,0,
PM1,,5:05,PM,deer,1,0,1,
PM1,,5:06,PM,deer,1,0,1,
PM1,,5:07,PM,deer,1,0,1,
PM1,,5:08,PM,deer,1,0,1,
PM1,,5:09,PM,deer,1,0,1,
PM1,,5:10,PM,deer,1,0,1,
PM1,,5:11,PM,deer,1,0,1,
PM1,,5:12,PM,deer,1,0,1,
PM1,,5:13,PM,deer,1,0,1,
PM1,,5:14,PM,deer,1,0,1,
PM1,,5:15,PM,deer,1,0,1,
PM1,,5:16,PM,deer,1,0,1,
PM1,,5:17,PM,deer,1,0,1,
PM1,,5:18,PM,deer,1,0,1,
PM1,,5:21,PM,deer,1,0,1,
PM1,,5:22,PM,deer,1,0,1,
PM1,,5:23,PM,deer,1,0,0,
PM1,,5:24,PM,deer,1,0,0,
PM1,,5:25,PM,deer,1,0,0,
PM1,,5:26,PM,deer,1,0,0,
PM1,,5:27,PM,deer,2,0,1,
PM1,,5:28,PM,deer,1,0,0,
PM1,,5:29,PM,deer,1,0,0,
PM1,,5:30,PM,deer,2,0,0,
PM1,,5:31,PM,deer,1,0,0,
PM1,,5:32,PM,deer,1,0,0,
PM1,,5:33,PM,deer,2,0,1,
PM1,,5:34,PM,deer,2,0,1,
PM1,,5:25,PM,deer,2,0,1,
PM1,,5:36,PM,deer,4,0,1,
PM1,,5:37,PM,deer,3,0,1,
PM1,,5:38,PM,deer,3,0,1,
PM1,,5:39,PM,deer,3,0,1,
PM1,,5:40,PM,deer,3,0,1,
PM1,,5:41,PM,deer,3,0,1,
PM1,,5:42,PM,deer,3,0,1,
PM1,,5:43,PM,deer,3,0,1,
PM1,,5:44,PM,deer,3,0,1,
PM1,,5:45,PM,deer,3,0,1,
PM1,,5:46,PM,deer,3,0,1,
PM1,,5:47,PM,deer,3,0,1,
PM1,,5:48,PM,deer,3,0,1,
PM1,,5:49,PM,deer,2,0,1,
PM1,,5:50,PM,deer,2,0,1,
PM1,,5:51,PM,deer,2,0,1,
PM1,,5:52,PM,deer,2,0,1,
PM1,,5:53,PM,deer,1,0,1,
PM1,,5:54,PM,deer,1,0,1,
PM1,,5:55,PM,deer,1,0,1,
PM1,,5:56,PM,deer,1,0,1,
PM1,,5:57,PM,deer,1,0,1,
PM1,,5:58,PM,deer,1,0,1,
PM1,,5:59,PM,deer,1,0,1,
PM1,,9:43,PM,racoons,0,0,0,
PM1,,9:45,PM,racoons,0,0,0,
PM1,,9:53,PM,racoons,0,0,0,
PM1,10/12,7:02,AM,Coyote,0,0,0,
PM1,,7:58,AM,deer,1,0,0,
PM1,,8:12,AM,deer,1,0,1,
PM1,,8:15,AM,deer,1,0,1,
PM1,,8:16,AM,deer,1,0,1,
PM1,,8:17,AM,deer,1,0,1,
PM1,,8:18,AM,deer,1,0,1,
PM1,,8:19,AM,deer,2,0,1,
PM1,,8:20,AM,deer,2,0,1,
PM1,,8:21,AM,deer,2,0,1,
PM1,,8:22,AM,deer,2,0,1,
PM1,,8:23,AM,deer,2,0,1,
PM1,,8:24,AM,deer,2,0,1,
PM1,,8:25,AM,deer,2,0,1,
PM1,,8:26,AM,deer,2,0,1,
PM1,,8:27,AM,deer,2,0,1,
PM1,,8:28,AM,deer,2,0,1,
PM1,,8:29,AM,deer,2,0,1,
PM1,,8:30,AM,deer,2,0,1,
PM1,,8:31,AM,deer,2,0,1,
PM1,,8:32,AM,deer,2,0,1,
PM1,,8:33,AM,deer,2,0,1,
PM1,,8:34,AM,deer,2,0,1,
PM1,,8:54,AM,deer,2,0,1,
PM1,,8:55,AM,deer,2,0,1,
PM1,,8:56,AM,deer,2,0,1,
PM1,,8:57,AM,deer,2,0,1,
PM1,,8:58,AM,deer,2,0,1,
PM1,,8:59,AM,deer,2,0,1,
PM1,,9:00,AM,deer,2,0,1,
PM1,,9:01,AM,deer,2,0,1,
PM1,,9:02,AM,deer,2,0,1,
PM1,,9:03,AM,deer,1,1,0,
PM1,,9:04,AM,deer,1,1,0,
PM1,,9:05,AM,deer,1,1,0,
PM1,,9:06,AM,deer,1,1,0,
PM1,,10:37,AM,squirel,0,0,0,
PM1,,11:03,AM,deer,1,0,0,
PM1,,11:04,AM,deer,1,0,0,
PM1,,11:05,AM,deer,2,0,1,
PM1,,11:06,AM,deer,1,0,0,
PM1,,11:07,AM,deer,2,0,1,
PM1,,11:08,AM,deer,2,0,1,
PM1,,11:09,AM,deer,2,0,1,
PM1,,11:10,AM,deer,1,0,1,
PM1,,3:30,PM,deer,1,1,0,
PM1,,3:33,PM,deer,1,1,0,
PM1,,3:34,PM,deer,1,1,0,
PM1,,3:35,PM,deer,1,1,0,
PM1,,3:36,PM,deer,1,1,0,
PM1,,3:37,PM,deer,1,1,0,
PM1,,3:42,PM,deer,1,1,0,
PM1,,3:46,PM,deer,1,1,0,
PM1,,3:47,PM,deer,1,1,0,
PM1,,3:48,PM,deer,1,1,0,
PM1,,3:49,PM,deer,1,1,0,
PM1,,3:50,PM,deer,1,1,0,
PM1,,4:57,PM,deer,1,0,0,
PM1,,4:58,PM,deer,1,0,1,
PM1,,5:00,PM,deer,2,0,1,
PM1,,5:01,PM,deer,3,0,2,
PM1,,5:02,PM,deer,3,0,2,
PM1,,5:03,PM,deer,3,0,2,
PM1,,5:04,PM,deer,3,0,2,
PM1,,5:05,PM,deer,3,0,2,
PM1,,5:06,PM,deer,3,0,2,
PM1,,5:07,PM,deer,3,0,2,
PM1,,5:08,PM,deer,3,0,2,
PM1,,5:09,PM,deer,3,0,2,
PM1,,5:10,PM,deer,3,0,2,
PM1,,5:11,PM,deer,2,0,1,
PM1,,5:12,PM,deer,2,0,0,
PM1,,5:13,PM,deer,3,0,1,
PM1,,5:27,PM,deer,1,0,1,
PM1,,5:28,PM,deer,2,0,1,
PM1,,5:29,PM,deer,2,0,1,
PM1,,5:30,PM,deer,2,0,1,
PM1,,5:31,PM,deer,2,0,1,
PM1,,5:32,PM,deer,2,0,1,
PM1,,5:33,PM,deer,2,0,1,
PM1,,5:34,PM,deer,2,0,1,
PM1,,5:35,PM,deer,2,0,1,
PM1,,5:36,PM,deer,2,0,1,
PM1,,5:37,PM,deer,2,0,1,
PM1,,5:38,PM,deer,2,0,1,
PM1,,5:39,PM,deer,3,0,1,
PM1,,5:40,PM,deer,2,0,1,
PM1,1135,5:41,PM,deer,3,0,1,
PM1,,5:41,PM,deer,3,0,1,
PM1,,5:42,PM,deer,3,0,1,
PM1,,5:43,PM,deer,3,0,1,
PM1,,5:44,PM,deer,3,0,1,
PM1,,5:45,PM,deer,2,0,1,
PM1,,5:46,PM,deer,2,0,1,
PM1,,5:47,PM,deer,2,0,1,
PM1,,5:48,PM,deer,3,0,2,
PM1,,5:49,PM,deer,3,0,2,
PM1,,5:50,PM,deer,3,0,2,
PM1,,5:51,PM,deer,3,0,2,
PM1,,5:52,PM,deer,2,0,2,
PM1,,5:53,PM,deer,1,0,1,
PM1,,5:55,PM,deer,1,0,1,
PM1,,5:58,PM,deer,2,0,1,
PM1,,5:59,PM,deer,2,0,0,
PM1,,6:00,PM,deer,2,0,0,
PM1,,6:01,PM,deer,3,0,1,
PM1,,6:02,PM,deer,3,0,1,
PM1,,6:03,PM,deer,4,0,1,
PM1,,6:04,PM,deer,4,0,1,
PM1,,6:06,PM,deer,4,0,1,
PM1,,6:07,PM,deer,4,0,1,
PM1,,6:20,PM,deer,1,1,0,
PM1,,6:22,PM,deer,1,1,0,
PM1,,6:23,PM,deer,1,1,0,
PM1,,6:24,PM,deer,1,1,0,
PM1,,6:25,PM,deer,2,2,0,
PM1,,6:26,PM,deer,1,1,0,
PM1,,6:27,PM,deer,2,2,0,
PM1,,6:28,PM,deer,1,1,0,
PM1,,6:29,PM,deer,2,2,0,
PM1,,6:30,PM,deer,1,1,0,
PM1,,6:31,PM,deer,1,1,0,
PM1,,6:32,PM,deer,1,1,0,
PM1,,6:33,PM,deer,1,1,0,
PM1,,6:38,PM,deer,1,1,0,
PM1,,6:39,PM,deer,1,1,0,
PM1,,6:40,PM,deer,1,1,0,
PM1,,6:46,PM,deer,1,1,0,
PM1,,7:58,PM,deer/raccoon,1,0,0,
PM1,,7:59,PM,deer/raccoon,1,0,0,
PM1,,8:00,PM,deer/raccoon,1,0,0,
PM1,,8:03,PM,deer/raccoon,1,0,0,
PM1,,8:04,PM,deer/raccoon,1,0,0,
PM1,,8:06,PM,raccoon,0,0,0,
PM1,,8:07,PM,deer/raccoon,1,0,0,
PM1,,8:08,PM,deer/raccoon,1,0,0,
PM1,,8:09,PM,deer/raccoon,1,0,0,
PM1,,8:10,PM,deer/raccoon,1,0,0,
PM1,,8:11,PM,deer/raccoon,1,0,0,
PM1,,8:12,PM,deer/raccoon,1,0,0,
PM1,,8:13,PM,deer/raccoon,1,0,0,
PM1,,8:14,PM,deer,1,0,0,
PM1,,8:24,PM,raccoon,0,0,0,
PM1,,8:29,PM,raccoon,0,0,0,
PM1,,8:30,PM,deer/raccoon,1,1,0,
PM1,,8:31,PM,deer/raccoon,1,1,0,
PM1,,8:32,PM,deer,1,1,0,
PM1,,8:35,PM,deer,1,1,0,
PM1,,8:36,PM,deer,1,1,0,
PM1,,8:37,PM,deer,1,1,0,
PM1,,8:39,PM,deer,1,1,0,
PM1,,8:40,PM,deer,1,1,0,
PM1,,8:41,PM,deer,1,1,0,
PM1,,8:42,PM,deer,1,1,0,
PM1,,8:43,PM,deer,1,1,0,
PM1,,8:44,PM,deer,1,1,0,
PM1,,10:51,PM,deer,1,0,0,
PM1,,10:53,PM,deer,1,0,0,
PM1,,10:54,PM,deer,1,0,0,
PM1,,10:56,PM,deer,1,0,0,
PM1,,10:57,PM,deer,1,0,0,
PM1,,10:58,PM,deer,1,0,0,
PM1,,10:59,PM,deer,1,0,0,
PM1,,11:01,PM,deer,1,0,0,
PM1,,11:02,PM,deer,1,0,0,
PM1,,11:04,PM,deer,1,0,0,
PM1,,11:05,PM,deer,1,0,0,
PM1,,11:20,PM,deer,1,1,0,
PM1,,11:31,PM,deer,1,1,0,
PM1,,11:32,PM,deer,1,1,0,
PM1,,11:33,PM,deer,1,1,0,
PM1,,11:34,PM,deer,2,1,1,
PM1,,11:36,PM,deer,2,1,1,
PM1,,11:37,PM,deer,1,1,0,
PM1,,11:38,PM,deer,1,1,0,
PM1,,11:39,PM,deer,1,1,0,
PM1,,11:40,PM,deer,1,1,0,
PM1,,11:41,PM,deer,2,1,1,
PM1,,11:42,PM,deer,1,1,0,
PM1,,11:43,PM,deer/raccoon,1,1,0,
PM1,,11:47,PM,deer/raccoon,1,0,1,
PM1,,11:53,PM,deer/raccoon,1,0,1,
PM1,,11:54,PM,deer/raccoon,1,0,1,
PM1,,11:55,PM,deer/raccoon,1,0,1,
PM1,,11:56,PM,deer/raccoon,1,0,1,
PM1,,11:57,PM,deer/raccoon,1,0,1,
PM1,,11:58,PM,deer/raccoon,1,0,1,
PM1,10/13/2016,12:00,AM,deer/raccoon,1,0,1,
PM1,,12:01,AM,deer/raccoon,1,0,1,
PM1,,12:02,AM,deer/raccoon,1,0,1,
PM1,,12:03,AM,deer/raccoon,1,0,1,
PM1,,12:04,AM,deer/raccoon,1,0,1,
PM1,,1:05,AM,raccoon,0,0,0,
PM1,,1:07,AM,raccoon,0,0,0,
PM1,,1:08,AM,raccoon,0,0,0,
PM1,,1:09,AM,raccoon,0,0,0,
PM1,,1:10,AM,raccoon,0,0,0,
PM1,,2:32,AM,raccoon,0,0,0,
PM1,,2:34,AM,raccoon,0,0,0,
PM1,,2:39,AM,deer/raccoon,1,0,0,
PM1,,2:40,AM,deer/raccoon,2,0,1,
PM1,,2:41,AM,deer/raccoon,2,0,1,
PM1,,2:42,AM,deer/raccoon,3,0,1,
PM1,,2:43,AM,deer/raccoon,3,0,2,
PM1,,2:44,AM,deer,1,0,0,
PM1,,2:45,AM,deer,1,0,0,
PM1,,2:46,AM,deer/raccoon,3,0,2,
PM1,,2:47,AM,deer/raccoon,1,0,1,
PM1,,2:48,AM,deer/raccoon,3,0,2,
PM1,,2:49,AM,deer/raccoon,3,0,2,
PM1,,2:50,AM,deer/raccoon,2,0,1,
PM1,,2:51,AM,deer/raccoon,1,0,0,
PM1,,2:56,AM,deer/raccoon,1,0,0,
PM1,,2:58,AM,deer/raccoon,1,0,0,
PM1,,2:59,AM,deer/raccoon,1,0,0,
PM1,,3:00,AM,deer,2,0,1,
PM1,,3:01,AM,deer,2,0,1,
PM1,,3:02,AM,deer,2,0,1,
PM1,,3:11,AM,deer,1,0,1,
PM1,,3:12,AM,deer,2,0,1,
PM1,,3:13,AM,deer,2,0,1,
PM1,,3:15,AM,deer,2,0,1,
PM1,,3:16,AM,deer,2,0,1,
PM1,,3:17,AM,deer,1,0,1,
PM1,,3:31,AM,deer/raccoon,1,0,1,
PM1,,3:32,AM,deer/raccoon,1,0,1,
PM1,,3:33,AM,deer/raccoon,1,0,1,
PM1,,3:34,AM,deer/raccoon,1,0,1,
PM1,,3:35,AM,deer/raccoon,1,0,1,
PM1,,3:36,AM,deer/raccoon,1,0,1,
PM1,,3:37,AM,deer/raccoon,1,0,1,
PM1,,5:07,AM,raccoon,0,0,0,
PM1,,7:17,AM,deer,1,0,0,
PM1,,7:19,AM,deer,1,0,0,
PM1,,7:20,AM,deer,1,0,0,
PM1,,7:22,AM,deer,2,0,1,
PM1,,7:23,AM,deer,2,0,1,
PM1,,7:24,AM,deer,2,0,1,
PM1,,7:25,AM,deer,2,0,1,
PM1,,7:26,AM,deer,2,0,1,
PM1,,7:27,AM,deer,2,0,1,
PM1,,7:28,AM,deer,2,0,1,
PM1,,7:29,AM,deer,1,0,0,
PM1,,8:26,AM,deer,1,0,1,
PM1,,8:27,AM,deer,1,0,1,
PM1,,8:28,AM,deer,1,0,1,
PM1,,8:29,AM,deer,1,0,1,
PM1,,8:30,AM,deer,1,0,1,
PM1,,8:31,AM,deer,1,0,1,
PM1,,8:32,AM,deer,1,0,1,
PM1,,8:33,AM,deer,1,0,1,
PM1,,8:34,AM,deer,1,0,1,
PM1,,8:35,AM,deer,1,0,1,
PM1,,8:36,AM,deer,1,0,1,
PM1,,8:37,AM,deer,1,0,1,
PM1,,8:38,AM,deer,1,0,1,
PM1,,8:39,AM,deer,1,0,1,
PM1,,8:40,AM,deer,1,0,1,
PM1,,8:41,AM,deer,1,0,1,
PM1,,8:42,AM,deer,1,0,1,
PM1,,8:43,AM,deer,1,0,1,
PM1,,8:44,AM,deer,1,0,1,
PM1,,9:01,AM,deer,2,0,1,
PM1,,9:02,AM,deer,2,0,1,
PM1,,9:03,AM,deer,2,0,1,
PM1,,9:04,AM,deer,2,0,1,
PM1,,9:05,AM,deer,2,0,1,
PM1,,9:06,AM,deer,2,0,1,
PM1,,9:07,AM,deer,2,0,1,
PM1,,9:08,AM,deer,2,0,1,
PM1,,9:09,AM,deer,2,0,1,
PM1,,9:10,AM,deer,1,0,0,
PM1,,9:13,AM,deer,2,0,1,
PM1,,9:14,AM,deer,1,0,0,
PM1,,9:15,AM,deer,1,0,0,
PM1,,9:16,AM,deer,1,0,0,
PM1,,9:17,AM,deer,1,0,0,
PM1,,9:18,AM,deer,1,0,0,
PM1,,11:49,AM,deer,1,1,0,
PM1,,11:50,AM,deer,1,1,0,
PM1,,11:51,AM,deer,1,1,0,
PM1,,11:53,AM,deer,1,1,0,
PM1,,3:49,PM,deer,1,0,0,
PM1,,3:50,PM,deer,1,0,0,
PM1,,3:51,PM,deer,1,0,0,
PM1,,3:52,PM,deer,1,0,0,
PM1,,3:54,PM,deer,1,0,0,
PM1,,3:53,PM,deer,1,0,0,
PM1,,3:56,PM,deer,1,0,0,
PM1,,3:57,PM,deer,1,0,0,
PM1,,3:59,PM,deer,1,0,0,
PM1,,4:00,PM,deer,1,0,0,
PM1,,4:01,PM,deer,1,0,0,
PM1,,4:02,PM,deer,1,0,0,
PM1,,4:03,PM,deer,1,0,0,
PM1,,4:04,PM,deer,1,0,0,
PM1,,4:05,PM,deer,1,0,0,
PM1,,5:42,PM,deer,1,1,0,
PM1,,5:43,PM,deer,1,1,0,
PM1,,5:44,PM,deer,1,1,0,
PM1,,5:45,PM,deer,1,1,0,
PM1,,5:47,PM,deer,1,1,0,
PM1,,5:48,PM,deer,1,1,0,
PM1,,5:53,PM,deer,1,0,0,
PM1,,6:08,PM,deer,1,0,0,
PM1,,6:14,PM,deer,2,0,1,
PM1,,6:21,PM,deer,2,0,1,
PM1,,6:22,PM,deer,2,0,1,
PM1,,6:23,PM,deer,2,0,1,
PM1,,6:24,PM,deer,2,0,1,
PM1,,6:25,PM,deer,2,0,1,
PM1,,6:26,PM,deer,2,0,1,
PM1,,6:27,PM,deer,1,0,0,
PM1,,6:28,PM,deer,1,0,0,
PM1,,6:30,PM,deer,1,0,1,
PM1,,6:31,PM,deer,1,0,1,
PM1,,6:36,PM,deer,2,0,1,
PM1,,6:37,PM,deer,2,0,1,
PM1,,6:39,PM,deer,2,0,1,
PM1,,6:41,PM,deer,1,1,0,
PM1,,6:42,PM,deer,1,1,0,
PM1,,6:43,PM,deer,1,1,0,
PM1,,6:45,PM,deer,1,1,0,
PM1,,6:46,PM,deer,1,1,0,
PM1,,6:47,PM,deer,1,1,0,
PM1,,6:51,PM,squirrel,0,0,0,
PM1,,6:53,PM,deer,1,0,1,
PM1,,6:55,PM,deer,1,0,1,
PM1,,6:56,PM,deer,1,0,1,
PM1,,6:58,PM,deer,1,0,1,
PM1,,6:59,PM,deer,1,1,0,
PM1,,7:00,PM,deer,1,1,0,
PM1,,7:01,PM,deer,1,1,0,
PM1,,7:06,PM,deer,1,0,0,
PM1,,7:08,PM,deer,2,0,0,
PM1,,7:09,PM,deer,2,0,0,
PM1,,7:10,PM,deer,1,0,0,
PM1,,7:11,PM,deer,2,0,0,
PM1,,7:12,PM,deer,2,0,0,
PM1,,7:13,PM,deer,2,0,0,
PM1,,7:15,PM,deer,2,0,0,
PM1,,7:16,PM,deer,2,0,0,
PM1,,7:17,PM,deer,2,0,0,
PM1,,7:18,PM,deer,1,0,0,
PM1,,7:35,PM,deer/raccoon,2,0,1,
PM1,,7:36,PM,deer/raccoon,2,0,1,
PM1,,10:58,PM,deer,1,0,0,
PM1,,10:59,PM,deer,1,0,0,
PM1,,11:00,PM,deer,3,0,0,
PM1,,11:01,PM,deer,3,0,0,
PM1,,11:02,PM,deer,2,0,0,
PM1,,11:03,PM,deer,2,0,0,
PM1,,11:04,PM,deer,2,0,0,
PM1,,11:05,PM,deer,2,0,0,
PM1,,11:06,PM,deer,2,0,0,
PM1,,11:07,PM,deer/raccoon,2,0,0,
PM1,,11:08,PM,deer/raccoon,1,0,0,
PM1,,11:16,PM,deer/raccoon,1,0,1,
PM1,,11:19,PM,deer/raccoon,1,1,0,
PM1,,11:22,PM,deer/raccoon,1,1,0,
PM1,,11:23,PM,deer/raccoon,1,1,0,
PM1,,11:24,PM,deer/raccoon,1,1,0,
PM1,,11:25,PM,deer/raccoon,1,1,0,
PM1,,11:26,PM,deer/raccoon,1,1,0,
PM1,,11:27,PM,deer/raccoon,1,1,0,
PM1,,11:28,PM,deer/raccoon,1,0,1,
PM1,,11:32,PM,deer/raccoon,1,0,1,
PM1,,11:33,PM,deer/raccoon,1,1,0,
PM1,,11:34,PM,deer/raccoon,1,1,0,
PM1,,11:36,PM,deer/raccoon,1,1,0,
PM1,,11:37,PM,deer/raccoon,1,1,0,
PM1,,11:47,PM,deer/raccoon,1,1,0,
PM1,,11:48,PM,deer/raccoon,1,1,0,
PM1,,12:12,AM,deer,1,0,0,
PM1,10/14,12:13,AM,deer,1,0,0,
PM1,,12:14,AM,deer,1,0,0,
PM1,,12:15,AM,deer,1,0,0,
PM1,,12:17,AM,deer,1,0,0,
PM1,,1:45,AM,deer,2,0,1,
PM1,,1:46,AM,deer,3,0,1,
PM1,,1:47,AM,deer,3,0,1,
PM1,,1:48,AM,deer,3,0,1,
PM1,,1:49,AM,deer,3,0,1,
PM1,,1:51,AM,deer,3,0,1,
PM1,,1:52,AM,deer,4,0,1,
PM1,,1:53,AM,deer,4,0,1,
PM1,,1:54,AM,deer,4,0,1,
PM1,,1:56,AM,deer,4,0,1,
PM1,,1:57,AM,deer,2,0,0,
PM1,,1:59,AM,deer,2,0,0,
PM1,,2:01,AM,deer,2,0,0,
PM1,,2:02,AM,deer,2,0,0,
PM1,,2:03,AM,deer,2,0,0,
PM1,,2:04,AM,deer,2,0,1,
PM1,,2:05,AM,deer,2,0,1,
PM1,,2:06,AM,deer,2,0,1,
PM1,,2:07,AM,deer,2,0,1,
PM1,,2:08,AM,deer,1,1,0,
PM1,,2:10,AM,deer,1,1,0,
PM1,,2:11,AM,deer,1,1,0,
PM1,,2:13,AM,deer,1,1,0,
PM1,,2:14,AM,deer,1,1,0,
PM1,,2:15,AM,deer,1,1,0,
PM1,,2:17,AM,deer,1,1,0,
PM1,,2:21,AM,deer,1,1,0,
PM1,,2:24,AM,deer,1,1,0,
PM1,,2:25,AM,deer,1,1,0,
PM1,,2:26,AM,deer,1,1,0,
PM1,,2:37,AM,deer,1,1,0,
PM1,,2:32,AM,deer,1,1,0,
PM1,,2:34,AM,deer,1,1,0,
PM1,,2:36,AM,deer,1,1,0,
PM1,,2:38,AM,deer,1,1,0,
PM1,,2:42,AM,deer,1,1,0,
PM1,,2:45,AM,deer,1,1,0,
PM1,,2:47,AM,deer,1,1,0,
PM1,,2:48,AM,deer,1,1,0,
PM1,,2:50,AM,deer,1,1,0,
PM1,,2:51,AM,deer,1,1,0,
PM1,,3:05,AM,deer,1,1,0,
PM1,,3:11,AM,deer,1,1,0,
PM1,,3:12,AM,deer,2,0,1,
PM1,,3:13,AM,deer,2,0,1,
PM1,,3:16,AM,deer/raccoon,1,0,1,
PM1,,3:22,AM,deer,1,0,1,
PM1,,3:25,AM,deer,1,0,1,
PM1,,3:27,AM,deer,1,0,1,
PM1,,3:28,AM,deer,1,0,1,
PM1,,3:29,AM,deer,1,0,1,
PM1,,3:42,AM,deer/raccoon,1,1,0,
PM1,,3:44,AM,deer/raccoon,1,1,0,
PM1,,3:45,AM,deer/raccoon,1,1,0,
PM1,,3:46,AM,deer/raccoon,1,1,0,
PM1,,3:47,AM,deer/raccoon,1,1,0,
PM1,,3:51,AM,deer,1,1,0,
PM1,,3:55,AM,deer/raccoon,1,1,0,
PM1,,4:02,AM,deer/raccoon,1,1,0,
PM1,,4:23,AM,deer/raccoon,1,1,0,
PM1,,4:25,AM,deer,1,1,0,
PM1,,4:27,AM,deer,1,1,0,
PM1,,4:29,AM,deer,1,1,0,
PM1,,4:30,AM,deer,1,1,0,
PM1,,4:31,AM,deer,1,1,0,
PM1,,7:11,AM,deer,1,1,0,
PM1,,7:13,AM,deer,1,1,0,
PM1,,7:16,AM,deer,1,1,0,
PM1,,7:17,AM,deer,1,1,0,
PM1,,7:18,AM,deer,1,1,0,
PM1,,7:19,AM,deer,1,1,0,
PM1,,7:20,AM,deer,1,1,0,
PM1,,7:43,AM,deer,1,0,0,
PM1,,7:45,AM,deer,1,0,0,
PM1,,7:47,AM,deer,1,0,0,
PM1,,10:16,AM,deer,1,0,1,
PM1,,10:17,AM,deer,1,0,1,
PM1,,10:18,AM,deer,2,0,1,
PM1,,10:19,AM,deer,1,0,1,
PM1,,10:21,AM,deer,2,0,1,
PM1,,10:22,AM,deer,2,0,1,
PM1,,10:23,AM,deer,1,0,0,
PM1,1768,10:25,AM,deer,1,0,0,
PM1,,10:21,AM,deer,2,0,1,
PM1,,10:22,AM,deer,2,0,1,
PM1,,10:23,AM,deer,1,0,0,
PM1,,10:25,AM,deer,1,0,0,
PM1,,10:26,AM,deer,2,0,1,
PM1,,10;27,AM,deer,2,0,1,
PM1,,10:28,am,deer,2,0,1,
PM1,,10:29,am,deer,2,0,1,
PM1,,10:30,am,deer,2,0,1,
PM1,,1:38,pm,deer,1,0,0,
PM1,,1:39,PM,deer,3,0,1,
PM1,,1:40,pm,deer,2,0,1,
PM1,,1:41,pm,deer,1,0,0,
PM1,,1:42,PM,deer,1,0,0,
PM1,,1:43,pm,deer,1,0,0,
PM1,,1:44,pm,deer,1,0,0,
PM1,,1:45,pm,deer,1,0,0,
PM1,,1:46,pm,deer,1,0,0,
PM1,,1:47,pm,deer,1,0,0,
PM1,,1:48,PM,deer,1,0,0,
PM1,,1:49,pm,deer,1,0,0,
PM1,,1:50,pm,deer,1,0,0,
PM1,,1:51,PM,deer,1,0,0,
PM1,,1:52,pm,deer,1,0,0,
PM1,,1:53,pm,deer,1,0,0,
PM1,,1:54,pm,deer,1,0,0,
PM1,,6:17,pm,deer,1,1,0,
PM1,,6:18,PM,deer,1,1,0,
PM1,,6:19,PM,deer,1,1,0,
PM1,,6:20,PM,deer,1,1,0,
PM1,,6:21,PM,deer,1,1,0,
PM1,,6:23,PM,deer,1,1,1,
PM1,,6:24,PM,deer,1,1,0,
PM1,,6:25,PM,deer,1,1,0,
